,Unnamed: 0,red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,red_nickname,red_wins,red_losses,red_draws,red_height_cm,red_weight_in_kg,red_reach_in_cm,red_stance,red_date_of_birth,red_significant_strikes_landed_per_minute,red_significant_striking_accuracy,red_significant_strikes_absorbed_per_minute,red_significant_strike_defence,red_average_takedowns_landed_per_15_minutes,red_takedown_accuracy,red_takedown_defense,red_average_submissions_attempted_per_15_minutes,blue_nickname,blue_wins,blue_losses,blue_draws,blue_height_cm,blue_weight_in_kg,blue_reach_in_cm,blue_stance,blue_date_of_birth,blue_significant_strikes_landed_per_minute,blue_significant_striking_accuracy,blue_significant_strikes_absorbed_per_minute,blue_significant_strike_defence,blue_average_takedowns_landed_per_15_minutes,blue_takedown_accuracy,blue_takedown_defense,blue_average_submissions_attempted_per_15_minutes
26,25,BRAD TAVARES,JUNYONG PARK,12/10/2024,-,The Iron Turtle,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),-,Junichiro Kamijo 29 - 28. Mike Bell 28 - 29. Eric Colon 28 - 29.,Middleweight Bout,-,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,65 of 149,99 of 177,43,55,73 of 159,124 of 210,0 of 0,2 of 6,---,33,0,0,0,0,0:42,6:32,55 of 136,76 of 151,2 of 3,4 of 6,8 of 10,19 of 20,62 of 143,91 of 167,0 of 1,3 of 5,3 of 5,5 of 5,84,76,3,4,12,19,95,91,0,3,4,5,28 28 29,29 29 28,,20.0,9.0,0.0,185.42,83.91,187.96,Orthodox,1987-12-21,3.38,43.0,3.03,56.0,0.81,26.0,82.0,0.0,The Iron Turtle,17.0,5.0,0.0,177.8,83.91,185.42,Orthodox,1991-02-27,4.94,51.0,3.66,53.0,2.1,50.0,69.0,1.2
27,26,CHIDI NJOKUANI,JARED GOODEN,12/10/2024,Bang Bang,NiteTrain,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30. Chris Lee 27 - 30. Tony Weeks 27 - 30.,Welterweight Bout,-,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,105 of 148,20 of 50,70,40,162 of 207,81 of 121,0 of 0,2 of 8,---,25,0,1,0,0,9:16,2:29,49 of 81,13 of 37,47 of 57,5 of 10,9 of 10,2 of 3,28 of 48,14 of 42,56 of 65,5 of 6,21 of 35,1 of 2,46,65,44,25,8,10,26,70,53,25,20,5,30 30 30,27 27 27,Bang Bang,22.0,10.0,0.0,190.5,83.91,203.2,Orthodox,1988-12-31,4.04,60.0,3.19,53.0,0.0,0.0,67.0,0.3,NiteTrain,23.0,9.0,0.0,182.88,77.11,195.58,Orthodox,1993-12-05,5.08,49.0,6.68,48.0,0.67,100.0,65.0,0.2
28,27,GRANT DAWSON,RAFA GARCIA,12/10/2024,KGD,Gifted,W,L,KO/TKO,2,1:42,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Back Control,Lightweight Bout,-,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,44 of 90,5 of 12,48,41,80 of 144,29 of 38,2 of 4,0 of 0,50,---,0,0,0,0,5:09,0:00,38 of 76,4 of 8,4 of 12,1 of 4,2 of 2,0 of 0,5 of 24,4 of 11,0 of 0,1 of 1,39 of 66,0 of 0,86,80,9,20,4,0,11,80,0,20,88,0,10 10 10,9 9 9,KGD,20.0,2.0,1.0,177.8,70.31,182.88,Switch,1994-02-20,2.97,51.0,2.27,45.0,3.68,36.0,40.0,1.5,Gifted,16.0,3.0,0.0,170.18,70.31,177.8,Orthodox,1994-08-05,4.19,42.0,4.21,61.0,3.61,44.0,79.0,0.3
29,28,DANIEL RODRIGUEZ,ALEX MORONO,12/10/2024,D-Rod,The Great White,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29. Sal D'amato 29 - 28. Mike Bell 28 - 29.,Welterweight Bout,-,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,123 of 257,74 of 257,47,28,126 of 260,91 of 276,1 of 1,0 of 1,100,0,0,0,0,0,0:56,0:00,44 of 153,58 of 228,56 of 80,9 of 21,23 of 24,7 of 8,117 of 251,74 of 256,6 of 6,0 of 1,0 of 0,0 of 0,35,78,45,12,18,9,95,100,4,0,0,0,29 29 28,28 28 29,D-Rod,17.0,4.0,0.0,185.42,77.11,187.96,Southpaw,1986-12-31,7.3,50.0,5.28,56.0,0.62,50.0,63.0,0.1,The Great White,23.0,9.0,0.0,180.34,77.11,182.88,Orthodox,1990-08-16,5.02,41.0,4.17,58.0,0.34,22.0,50.0,0.3
30,29,CJ VERGARA,RAMAZAN TEMIROV,12/10/2024,-,Temurlan,L,W,KO/TKO,1,2:50,3 Rnd (5-5-5),Jason Herzog,Punch to Body At Distance,Flyweight Bout,perf,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,3,4 of 16,23 of 55,25,41,4 of 16,23 of 55,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:05,1 of 12,18 of 46,1 of 1,4 of 8,2 of 3,1 of 1,4 of 16,20 of 50,0 of 0,0 of 0,0 of 0,3 of 5,25,78,25,17,50,4,100,86,0,0,0,13,- - -,- - -,,12.0,4.0,1.0,167.64,56.7,172.72,Orthodox,1991-06-18,6.01,57.0,5.01,53.0,0.0,0.0,74.0,0.2,,,,,,,,,,,,,,,,,
31,30,JONATHAN PEARCE,PAT SABATINI,12/10/2024,JSP,-,L,W,Submission,1,4:06,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Featherweight Bout,-,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,2 of 2,3 of 5,100,60,32 of 32,19 of 25,0 of 0,2 of 3,---,66,0,1,0,0,0:00,3:56,0 of 0,2 of 4,1 of 1,1 of 1,1 of 1,0 of 0,2 of 2,1 of 2,0 of 0,1 of 1,0 of 0,1 of 2,0,66,50,33,50,0,100,33,0,33,0,33,- - -,- - -,JSP,14.0,5.0,0.0,182.88,65.77,180.34,Switch,1992-05-01,5.6,56.0,3.35,55.0,5.29,53.0,56.0,0.8,,18.0,5.0,0.0,172.72,65.77,177.8,Orthodox,1990-11-09,2.02,59.0,1.54,49.0,3.73,42.0,50.0,1.9
32,31,THEMBA GORIMBO,NIKO PRICE,12/10/2024,The Answer,The Hybrid,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Eric Colon 27 - 30. Sal D'amato 27 - 30.,Welterweight Bout,-,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,68 of 127,16 of 53,53,30,141 of 223,58 of 100,7 of 9,0 of 3,77,0,2,1,0,0,9:14,1:00,44 of 97,13 of 43,9 of 15,2 of 5,15 of 15,1 of 5,43 of 85,11 of 48,6 of 13,5 of 5,19 of 29,0 of 0,64,81,13,12,22,6,63,68,8,31,27,0,30 30 30,27 27 27,The Answer,11.0,4.0,0.0,185.42,77.11,195.58,Orthodox,1991-01-23,1.8,59.0,1.71,42.0,3.47,50.0,66.0,0.0,The Hybrid,15.0,7.0,0.0,182.88,77.11,193.04,Orthodox,1989-09-29,5.46,42.0,5.6,48.0,0.7,20.0,64.0,0.7
33,32,JUNIOR TAFA,SEAN SHARAF,12/10/2024,The Juggernaut,The Smoke,W,L,KO/TKO,2,2:15,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,Heavyweight Bout,-,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,71 of 128,53 of 118,55,44,71 of 128,54 of 122,0 of 0,1 of 8,---,12,0,0,0,0,0:02,0:46,61 of 117,39 of 101,10 of 11,7 of 10,0 of 0,7 of 7,71 of 128,44 of 93,0 of 0,1 of 3,0 of 0,8 of 22,85,73,14,13,0,13,100,83,0,1,0,15,9 9 9,10 10 10,The Juggernaut,5.0,1.0,0.0,190.5,108.86,190.5,Orthodox,1996-09-21,1.83,40.0,0.55,76.0,0.0,0.0,84.0,0.0,,,,,,,,,,,,,,,,,
34,33,JULIA POLASTRI,CORY MCKENNA,12/10/2024,Psycho,Poppins,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29. Sal D'amato 29 - 28. Ron McCarthy 27 - 30.,Women's Strawweight Bout,-,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,88 of 145,40 of 124,60,32,142 of 203,98 of 198,0 of 1,1 of 6,0,16,0,0,0,0,3:13,5:20,40 of 92,30 of 112,35 of 39,6 of 8,13 of 14,4 of 4,54 of 102,35 of 114,32 of 39,5 of 8,2 of 4,0 of 2,45,75,39,15,14,10,61,87,36,12,2,0,29 28 30,28 29 27,The Dragon,12.0,3.0,0.0,157.48,52.16,160.02,Orthodox,1998-03-05,6.19,52.0,5.11,62.0,0.62,100.0,42.0,0.6,Poppins,8.0,2.0,0.0,160.02,52.16,147.32,Orthodox,1999-07-11,3.01,40.0,3.22,48.0,2.04,56.0,71.0,0.5
35,34,DAN ARGUETA,CODY HADDON,12/10/2024,The Determined,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30. Chris Lee 27 - 30. Tony Weeks 27 - 30.,Bantamweight Bout,-,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,54 of 140,140 of 280,38,50,65 of 151,148 of 288,4 of 24,2 of 4,16,50,1,0,0,0,4:23,1:31,34 of 114,100 of 232,13 of 19,38 of 46,7 of 7,2 of 2,42 of 114,130 of 268,9 of 18,10 of 11,3 of 8,0 of 1,62,71,24,27,12,1,77,92,16,7,5,0,27 27 27,30 30 30,The Determined,9.0,2.0,0.0,170.18,61.23,172.72,Southpaw,1993-08-13,2.35,47.0,1.9,52.0,2.54,50.0,60.0,1.9,,,,,,,,,,,,,,,,,
36,35,CLAYTON CARPENTER,LUCAS ROCHA,12/10/2024,-,Fenomeno,W,L,Submission,2,2:12,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,Flyweight Bout,perf,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",0,0,34 of 60,17 of 41,56,41,36 of 62,21 of 45,2 of 3,0 of 0,66,---,1,0,0,0,4:38,0:00,22 of 45,10 of 32,7 of 8,6 of 8,5 of 7,1 of 1,20 of 43,16 of 39,1 of 1,1 of 2,13 of 16,0 of 0,64,58,20,35,14,5,58,94,2,5,38,0,10 10 10,9 9 9,,7.0,0.0,0.0,167.64,56.7,167.64,Orthodox,1996-06-09,4.5,51.0,2.85,60.0,2.47,50.0,0.0,2.5,Fenomeno,17.0,1.0,0.0,160.02,61.23,162.56,Orthodox,2000-08-12,1.51,53.0,4.15,33.0,0.0,0.0,66.0,0.0
37,36,ALEX PEREIRA,KHALIL ROUNTREE JR.,05/10/2024,Poatan,-,W,L,KO/TKO,4,4:32,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance,UFC Light Heavyweight Title Bout,belt,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",1,0,127 of 209,61 of 191,60,31,129 of 211,62 of 193,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,92 of 167,34 of 155,17 of 20,16 of 23,18 of 22,11 of 13,123 of 205,60 of 189,4 of 4,1 of 2,0 of 0,0 of 0,72,55,13,26,14,18,96,98,3,1,0,0,28 28 28,29 29 29,Poatan,9.0,2.0,0.0,193.04,92.99,200.66,Orthodox,1987-07-07,5.0,62.0,3.65,50.0,0.19,100.0,70.0,0.4,,13.0,5.0,0.0,185.42,92.99,193.04,Southpaw,1990-02-26,3.73,38.0,4.16,50.0,0.0,0.0,56.0,0.1
38,37,RAQUEL PENNINGTON,JULIANNA PENA,05/10/2024,Rocky,The Venezuelan Vixen,L,W,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Sal D'amato 47 - 48. Derek Cleary 48 - 47. Mike Bell 47 - 48.,UFC Women's Bantamweight Title Bout,belt,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",1,0,92 of 317,92 of 260,29,35,112 of 345,123 of 308,0 of 0,2 of 3,---,66,0,1,0,0,0:33,5:40,57 of 277,82 of 248,29 of 33,9 of 11,6 of 7,1 of 1,88 of 308,90 of 256,4 of 6,2 of 4,0 of 3,0 of 0,61,89,31,9,6,1,95,97,4,2,0,0,47 48 47,48 47 48,Rocky,15.0,9.0,0.0,170.18,61.23,170.18,Orthodox,1988-09-05,4.02,50.0,3.34,62.0,0.93,27.0,63.0,0.6,The Venezuelan Vixen,12.0,5.0,0.0,167.64,61.23,175.26,Orthodox,1989-08-19,3.16,47.0,2.3,50.0,1.94,55.0,23.0,0.8
39,38,JOSE ALDO,MARIO BAUTISTA,05/10/2024,-,-,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,Chris Lee 29 - 28. Derek Cleary 28 - 29. Mike Bell 28 - 29.,Bantamweight Bout,-,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,0,51 of 117,49 of 142,43,34,65 of 139,90 of 196,0 of 0,0 of 10,---,0,0,0,0,0,0:00,7:15,41 of 105,26 of 111,6 of 8,12 of 19,4 of 4,11 of 12,46 of 111,44 of 136,2 of 3,5 of 6,3 of 3,0 of 0,80,53,11,24,7,22,90,89,3,10,5,0,28 28 29,29 29 28,,31.0,8.0,0.0,170.18,61.23,177.8,Orthodox,1986-09-09,3.57,46.0,3.74,60.0,0.49,54.0,91.0,0.1,,13.0,2.0,0.0,175.26,61.23,175.26,Switch,1993-07-01,5.32,51.0,4.2,53.0,2.72,50.0,56.0,1.3
40,39,ROMAN DOLIDZE,KEVIN HOLLAND,05/10/2024,-,Trailblazer,W,L,KO/TKO,1,5:00,3 Rnd (5-5-5),Jason Herzog,to,Middleweight Bout,-,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,0,19 of 33,18 of 28,57,64,57 of 101,36 of 46,1 of 1,0 of 0,100,---,0,0,0,0,2:50,0:00,16 of 30,5 of 13,2 of 2,3 of 4,1 of 1,10 of 11,5 of 10,18 of 28,0 of 0,0 of 0,14 of 23,0 of 0,84,27,10,16,5,55,26,100,0,0,73,0,10 10 10,9 9 8,,12.0,2.0,0.0,187.96,83.91,193.04,Orthodox,1988-07-15,3.02,44.0,3.01,55.0,1.72,50.0,33.0,1.7,Trailblazer,25.0,10.0,0.0,190.5,77.11,205.74,Orthodox,1992-11-05,4.39,49.0,3.22,51.0,0.78,38.0,53.0,0.5
41,40,KETLEN VIEIRA,KAYLA HARRISON,05/10/2024,Fenomeno,-,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 27 - 30. Sal D'amato 27 - 30. Steve Faragher 28 - 29.,Women's Bantamweight Bout,-,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,0,24 of 61,55 of 94,39,58,67 of 108,98 of 149,0 of 0,2 of 8,---,25,0,0,0,0,0:00,7:54,12 of 38,34 of 69,4 of 15,14 of 16,8 of 8,7 of 9,21 of 58,19 of 50,3 of 3,15 of 17,0 of 0,21 of 27,50,61,16,25,33,12,87,34,12,27,0,38,27 27 28,30 30 29,Fenomeno,14.0,3.0,0.0,172.72,61.23,172.72,Orthodox,1991-08-26,3.04,41.0,3.92,51.0,1.51,44.0,92.0,0.6,,,,,,,,,,,,,,,,,
42,41,STEPHEN THOMPSON,JOAQUIN BUCKLEY,05/10/2024,Wonderboy,New Mansa,L,W,KO/TKO,3,2:17,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance,Welterweight Bout,perf,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,1,49 of 106,34 of 93,46,36,63 of 121,55 of 117,0 of 0,4 of 7,---,57,0,0,0,0,0:03,4:13,38 of 93,23 of 78,7 of 9,9 of 12,4 of 4,2 of 3,36 of 90,28 of 82,13 of 15,5 of 9,0 of 1,1 of 2,77,67,14,26,8,5,73,82,26,14,0,2,19 18 20,19 20 18,Wonderboy,17.0,6.0,1.0,182.88,77.11,190.5,Orthodox,1983-02-11,4.2,45.0,3.04,55.0,0.27,41.0,64.0,0.0,New Mansa,17.0,6.0,0.0,177.8,77.11,193.04,Southpaw,1994-04-27,3.87,33.0,3.31,57.0,1.51,36.0,65.0,0.0
43,42,MARINA RODRIGUEZ,IASMIN LUCINDO,05/10/2024,-,-,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,Steve Faragher 29 - 28. Mike Bell 28 - 29. Dan Furse 28 - 29.,Women's Strawweight Bout,-,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,0,33 of 99,30 of 73,33,41,65 of 134,55 of 104,1 of 1,3 of 4,100,75,0,0,0,1,0:11,4:40,28 of 89,19 of 56,5 of 7,9 of 13,0 of 3,2 of 4,28 of 92,27 of 68,3 of 5,1 of 3,2 of 2,2 of 2,84,63,15,30,0,6,84,90,9,3,6,6,29 28 28,28 29 29,,17.0,3.0,2.0,167.64,52.16,165.1,Orthodox,1987-04-29,4.77,48.0,2.89,56.0,0.25,42.0,66.0,0.2,,15.0,5.0,0.0,160.02,52.16,167.64,Orthodox,2002-01-08,3.33,39.0,3.23,67.0,2.33,66.0,66.0,0.4
44,43,AUSTIN HUBBARD,ALEXANDER HERNANDEZ,05/10/2024,Thud,The Great Ape,L,W,Decision - Split,3,5:00,3 Rnd (5-5-5),Tyler Tomlinson,Chris Lee 30 - 27. Dan Furse 28 - 29. Steve Faragher 28 - 29.,Lightweight Bout,-,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,0,63 of 191,79 of 204,32,38,65 of 193,91 of 217,0 of 12,0 of 2,0,0,0,0,0,0,0:05,0:40,32 of 142,41 of 144,25 of 42,22 of 38,6 of 7,16 of 22,60 of 177,78 of 203,3 of 14,1 of 1,0 of 0,0 of 0,50,51,39,27,9,20,95,98,4,1,0,0,30 28 28,27 29 29,Thud,16.0,7.0,0.0,177.8,70.31,180.34,Orthodox,1991-12-22,3.83,46.0,3.37,56.0,1.55,52.0,63.0,0.0,The Great Ape,14.0,7.0,0.0,175.26,65.77,182.88,Orthodox,1992-10-01,4.63,41.0,4.9,56.0,1.2,31.0,60.0,0.1
45,44,CESAR ALMEIDA,IHOR POTIERIA,05/10/2024,Cesinha,Duelist,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Seljestad,Steve Faragher 27 - 30. Chris Lee 27 - 30. Dan Furse 27 - 30.,Middleweight Bout,-,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,0,57 of 113,44 of 89,50,49,78 of 137,57 of 102,0 of 2,3 of 8,0,37,1,0,1,0,2:15,3:32,32 of 69,22 of 64,14 of 28,9 of 12,11 of 16,13 of 13,41 of 90,42 of 85,1 of 1,1 of 3,15 of 22,1 of 1,56,50,24,20,19,29,71,95,1,2,26,2,30 29 30,27 28 27,Cesinha,4.0,0.0,0.0,185.42,83.91,187.96,Orthodox,1988-03-28,4.73,61.0,1.87,48.0,0.0,0.0,70.0,0.0,Duelist,19.0,5.0,0.0,190.5,92.99,190.5,Southpaw,1996-05-29,5.59,56.0,6.56,41.0,0.0,0.0,57.0,0.0
46,45,RYAN SPANN,OVINCE SAINT PREUX,05/10/2024,Superman,-,W,L,Submission,1,1:35,3 Rnd (5-5-5),Mike Beltran,Guillotine Choke Standing,Light Heavyweight Bout,perf,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,0,9 of 20,7 of 10,45,70,9 of 20,7 of 10,0 of 0,0 of 1,---,0,1,0,0,0,0:03,0:03,5 of 13,2 of 3,2 of 5,0 of 2,2 of 2,5 of 5,9 of 20,7 of 10,0 of 0,0 of 0,0 of 0,0 of 0,55,28,22,0,22,71,100,100,0,0,0,0,- - -,- - -,Superman,21.0,9.0,0.0,195.58,92.99,200.66,Orthodox,1991-08-24,3.42,40.0,3.91,45.0,1.29,35.0,47.0,1.5,,26.0,17.0,0.0,190.5,92.99,203.2,Southpaw,1983-04-08,2.71,47.0,3.14,46.0,1.15,38.0,66.0,0.5
47,46,CARLA ESPARZA,TECIA PENNINGTON,05/10/2024,Cookie Monster,Tiny Tornado,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tyler Tomlinson,Sal D'amato 28 - 29. Steve Faragher 28 - 29. Dan Furse 27 - 30.,Women's Strawweight Bout,-,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,0,39 of 123,80 of 150,31,53,116 of 215,94 of 166,4 of 7,0 of 0,57,---,0,0,0,0,3:40,0:00,30 of 112,28 of 92,4 of 6,11 of 12,5 of 5,41 of 46,33 of 110,75 of 142,0 of 3,5 of 8,6 of 10,0 of 0,76,35,10,13,12,51,84,93,0,6,15,0,28 28 27,29 29 30,Cookie Monster,20.0,7.0,0.0,154.94,52.16,160.02,Orthodox,1987-10-10,2.16,40.0,2.69,55.0,3.22,35.0,47.0,0.3,,,,,,,,,,,,,,,,,
48,47,COURT MCGEE,TIM MEANS,05/10/2024,The Crusher,The Dirty Bird,W,L,Submission,1,3:19,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,Welterweight Bout,-,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",0,0,14 of 24,5 of 13,58,38,19 of 35,12 of 20,1 of 1,0 of 0,100,---,1,0,0,0,1:58,0:00,9 of 18,2 of 9,3 of 4,2 of 3,2 of 2,1 of 1,14 of 22,5 of 13,0 of 2,0 of 0,0 of 0,0 of 0,64,40,21,40,14,20,100,100,0,0,0,0,- - -,- - -,The Crusher,22.0,12.0,0.0,180.34,77.11,190.5,Orthodox,1984-12-12,4.63,37.0,3.68,60.0,1.89,25.0,69.0,0.4,The Dirty Bird,33.0,15.0,1.0,187.96,77.11,190.5,Orthodox,1984-02-20,5.1,49.0,3.65,60.0,1.16,42.0,65.0,0.2
49,48,RENATO MOICANO,BENOIT SAINT DENIS,28/09/2024,-,God of War,W,L,TKO - Doctor's Stoppage,2,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,-,Lightweight Bout,-,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",0,0,50 of 72,25 of 60,69,41,72 of 98,35 of 70,1 of 3,0 of 0,33,---,0,0,0,0,4:53,0:05,46 of 66,13 of 44,0 of 1,10 of 14,4 of 5,2 of 2,17 of 35,25 of 60,0 of 1,0 of 0,33 of 36,0 of 0,92,52,0,40,8,8,34,100,0,0,66,0,19 19 19,18 18 18,,17.0,5.0,1.0,180.34,70.31,182.88,Orthodox,1989-05-21,4.75,47.0,4.07,60.0,1.66,46.0,74.0,0.7,God of War,13.0,1.0,0.0,180.34,70.31,185.42,Southpaw,1995-12-18,5.53,52.0,5.2,44.0,4.55,36.0,66.0,1.4
50,49,NASSOURDINE IMAVOV,BRENDAN ALLEN,28/09/2024,The Sniper,All In,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. David Lethaby 28 - 29. Anders Ohlsson 28 - 29.,Middleweight Bout,-,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",0,0,57 of 86,30 of 52,66,57,79 of 114,56 of 82,0 of 0,1 of 10,---,10,0,0,0,0,5:47,6:06,51 of 80,20 of 41,5 of 5,4 of 5,1 of 1,6 of 6,37 of 59,20 of 38,7 of 9,6 of 10,13 of 18,4 of 4,89,66,8,13,1,20,64,66,12,20,22,13,29 29 29,28 28 28,,12.0,4.0,0.0,190.5,83.91,190.5,Orthodox,1995-03-01,4.55,53.0,3.76,58.0,1.09,31.0,72.0,1.7,All In,23.0,5.0,0.0,187.96,83.91,190.5,Orthodox,1995-12-28,3.87,54.0,3.6,46.0,1.36,47.0,58.0,1.7
51,50,WILLIAM GOMIS,JOANDERSON BRITO,28/09/2024,Jaguar,Tubarao,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge 28 - 29. Anders Ohlsson 29 - 28. Clemens Werner 28 - 29.,Featherweight Bout,-,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",0,0,43 of 71,29 of 67,60,43,69 of 101,57 of 105,0 of 3,3 of 6,0,50,0,2,1,0,3:52,6:40,16 of 35,9 of 39,18 of 27,5 of 8,9 of 9,15 of 20,30 of 57,23 of 60,13 of 14,2 of 3,0 of 0,4 of 4,37,31,41,17,20,51,69,79,30,6,0,13,29 28 29,28 29 28,Jaguar,13.0,2.0,0.0,182.88,65.77,185.42,Southpaw,1997-06-13,2.62,46.0,1.49,75.0,1.06,60.0,81.0,0.7,Tubarao,16.0,3.0,1.0,172.72,65.77,182.88,Orthodox,1995-02-11,3.32,51.0,2.62,47.0,3.4,75.0,50.0,0.8
52,51,KEVIN JOUSSET,BRYAN BATTLE,28/09/2024,Air,The Butcher,L,W,KO/TKO,2,3:47,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Welterweight Bout,perf,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",0,0,58 of 97,97 of 170,59,57,63 of 107,118 of 194,0 of 2,0 of 3,0,0,0,0,0,0,0:12,3:31,31 of 66,79 of 146,10 of 12,17 of 23,17 of 19,1 of 1,46 of 84,80 of 145,12 of 13,17 of 25,0 of 0,0 of 0,53,81,17,17,29,1,79,82,20,17,0,0,9 10 10,10 10 9,Air,9.0,2.0,0.0,187.96,77.11,190.5,Orthodox,1993-05-02,6.02,50.0,8.1,33.0,3.11,100.0,0.0,3.1,Pooh Bear,11.0,2.0,0.0,185.42,77.11,195.58,Orthodox,1994-09-21,4.52,54.0,3.73,42.0,0.94,25.0,45.0,0.6
